geneid	koid
Cs9g17080	K16833
Cs9g17090	K07952
Cs9g17100	K11270
Cs9g17120	K10269
Cs9g17130	K17278
Cs9g17140	K15338
Cs9g17150	K08736
Cs9g17160	K10143
Cs9g17170	K14397
Cs9g17180	K09422
Cs9g17190	K08517
Cs9g17200	K09422
Cs9g17220	K08360
Cs9g17230	K10352
Cs9g17260	K17710
Cs9g17270	K01623
Cs9g17290	K13667
Cs9g17300	K13667
Cs9g17310	K13667
Cs9g17320	K05765
Cs9g17330	K07375
Cs9g17340	K22133
Cs9g17350	K14172
Cs9g17360	K12854
Cs9g17370	K12854
Cs9g17390	K01188
Cs9g17400	K11294
Cs9g17410	K03023
Cs9g17420	K19891
Cs9g17430	K19891
Cs9g17460	K07426
Cs9g17470	K01280
Cs9g17480	K19882
Cs9g17490	K09598
Cs9g17500	K14402
Cs9g17510	K02920
Cs9g17520	K02920
Cs9g17530	K13806
Cs9g17540	K00472
Cs9g17560	K10403
Cs9g17570	K10403
Cs9g17580	K10352
Cs9g17590	K04733
Cs9g17610	K13496
Cs9g17620	K13496
Cs9g17630	K19329
Cs9g17640	K19329
Cs9g17650	K19329
Cs9g17660	K19329
Cs9g17670	K03006
Cs9g17680	K20717
Cs9g17700	K20717
Cs9g17710	K02218
Cs9g17720	K05925
Cs9g17730	K05925
Cs9g17750	K19747
Cs9g17760	K08592
Cs9g17780	K08592
Cs9g17800	K19747
Cs9g17840	K09833
Cs9g17850	K01187
Cs9g17870	K03234
Cs9g17880	K20888
Cs9g17890	K20888
Cs9g17910	K03094
Cs9g17920	K03234
Cs9g17930	K20888
Cs9g17940	K03234
Cs9g17950	K12850
Cs9g17960	K12827
Cs9g17970	K12827
Cs9g17990	K00264
Cs9g18000	K00264
Cs9g18010	K19041
Cs9g18020	K14497
Cs9g18030	K00797
Cs9g18040	K05391
Cs9g18050	K05391
Cs9g18060	K05391
Cs9g18070	K12447
Cs9g18080	K01528
Cs9g18090	K05391
Cs9g18100	K05391
Cs9g18110	K05391
Cs9g18120	K00873
Cs9g18130	K05391
Cs9g18140	K05391
Cs9g18160	K01876
Cs9g18170	K05391
Cs9g18180	K05391
Cs9g18190	K05391
Cs9g18200	K05391
Cs9g18210	K05391
Cs9g18240	K05391
Cs9g18250	K05391
Cs9g18260	K05391
Cs9g18270	K05391
Cs9g18280	K05391
Cs9g18290	K01087
Cs9g18300	K08592
Cs9g18320	K09518
Cs9g18330	K17506
Cs9g18340	K05391
Cs9g18350	K05391
Cs9g18360	K05391
Cs9g18370	K05391
Cs9g18390	K05391
Cs9g18400	K04079
Cs9g18410	K14496
Cs9g18420	K08955
Cs9g18430	K14948
Cs9g18440	K14948
Cs9g18450	K15271
Cs9g18460	K15382
Cs9g18470	K03093
Cs9g18480	K13457
Cs9g18490	K20558
Cs9g18510	K20457
Cs9g18550	K15119
Cs9g18560	K08176
Cs9g18580	K14798
Cs9g18590	K13434
Cs9g18600	K06689
Cs9g18620	K04733
Cs9g18625	K05658
Cs9g18630	K20854
Cs9g18640	K20854
Cs9g18650	K05666
Cs9g18660	K05666
Cs9g18690	K19589
Cs9g18700	K01183
Cs9g18710	K00873
Cs9g18720	K03155
Cs9g18730	K13466
Cs9g18735	K07195
Cs9g18740	K13466
Cs9g18750	K03155
Cs9g18760	K13466
Cs9g18770	K13466
Cs9g18780	K12938
Cs9g18790	K19613
Cs9g18800	K14806
Cs9g18810	K07478
Cs9g18820	K12938
Cs9g18830	K12938
Cs9g18840	K19747
Cs9g18860	K20723
Cs9g18870	K12938
Cs9g18880	K12938
Cs9g18900	K03231
Cs9g18930	K02358
Cs9g18940	K02469
Cs9g18950	K04733
Cs9g18990	K13466
Cs9g19000	K13065
Cs9g19010	K13065
Cs9g19020	K01187
Cs9g19030	K13065
Cs9g19040	K20300
Cs9g19050	K12795
Cs9g19060	K03949
Cs9g19070	K13425
Cs9g19090	K12844
Cs9g19100	K20858
Cs9g19140	K16302
Cs9g19150	K16302
Cs9g19180	K20003
Cs9g19190	K20003
Cs9g19200	K02947
Cs9g19210	K02947
Cs9g19220	K04079
Cs9g19240	K04733
Cs9g19250	K04733
Cs9g19260	K18635
Cs9g19270	K15746
Cs9g19290	K03609
Cs9g19320	K04733
Cs9g19340	K00521
Cs9g19350	K00521
Cs9g19360	K00521
Cs9g19380	K08770
Cs9g19390	K01881
Cs9g19410	K14777
Cs9g19420	K03327
Cs9g19430	K03327
Cs9g19450	K19329
Cs9g19460	K19329
Cs9g19470	K19329
Cs9g19480	K02996
Cs9g19490	K01187
Cs9g19500	K09833
Cs9g19510	K19329
Cs9g19520	K09833
orange1.1t00001	K01303
orange1.1t00002	K17553
orange1.1t00003	K15255
orange1.1t00005	K17500
orange1.1t00006	K09496
orange1.1t00009	K14442
orange1.1t00010	K18207
orange1.1t00011	K18207
orange1.1t00013	K03327
orange1.1t00014	K02202
orange1.1t00015	K01206
orange1.1t00016	K20495
orange1.1t00017	K15803
orange1.1t00018	K12825
orange1.1t00019	K03515
orange1.1t00022	K01303
orange1.1t00024	K11593
orange1.1t00025	K07408
orange1.1t00026	K07478
orange1.1t00027	K17541
orange1.1t00028	K03267
orange1.1t00029	K12861
orange1.1t00030	K13336
orange1.1t00031	K10638
orange1.1t00032	K14753
orange1.1t00033	K13963
orange1.1t00034	K13963
orange1.1t00035	K09422
orange1.1t00036	K09422
orange1.1t00037	K10529
orange1.1t00038	K10746
orange1.1t00039	K05350
orange1.1t00041	K10398
orange1.1t00043	K03377
orange1.1t00044	K03006
orange1.1t00045	K16223
orange1.1t00046	K17964
orange1.1t00047	K02218
orange1.1t00048	K06180
orange1.1t00050	K11547
orange1.1t00051	K20538
orange1.1t00052	K20628
orange1.1t00054	K11275
orange1.1t00055	K14806
orange1.1t00056	K04733
orange1.1t00057	K01303
orange1.1t00059	K02875
orange1.1t00060	K02875
orange1.1t00061	K04424
orange1.1t00062	K21362
orange1.1t00066	K07976
orange1.1t00067	K12412
orange1.1t00068	K12412
orange1.1t00069	K16292
orange1.1t00070	K22048
orange1.1t00071	K13448
orange1.1t00072	K04733
orange1.1t00073	K14300
orange1.1t00075	K14292
orange1.1t00076	K01188
orange1.1t00079	K07375
orange1.1t00081	K05929
orange1.1t00083	K01303
orange1.1t00084	K01303
orange1.1t00086	K17943
orange1.1t00087	K21867
orange1.1t00088	K01303
orange1.1t00089	K13947
orange1.1t00090	K13947
orange1.1t00092	K19525
orange1.1t00093	K01537
orange1.1t00094	K14300
orange1.1t00095	K12309
orange1.1t00096	K01426
orange1.1t00097	K05309
orange1.1t00098	K01188
orange1.1t00099	K14677
orange1.1t00100	K08738
orange1.1t00101	K13051
orange1.1t00102	K01528
orange1.1t00103	K02350
orange1.1t00104	K11109
orange1.1t00105	K14026
orange1.1t00106	K20000
orange1.1t00107	K01785
orange1.1t00108	K14050
orange1.1t00112	K03515
orange1.1t00114	K03515
orange1.1t00115	K03006
orange1.1t00116	K08592
orange1.1t00118	K02218
orange1.1t00120	K03686
orange1.1t00121	K02469
orange1.1t00122	K04733
orange1.1t00123	K03515
orange1.1t00124	K01303
orange1.1t00125	K06966
orange1.1t00126	K09560
orange1.1t00127	K05681
orange1.1t00128	K00485
orange1.1t00129	K00485
orange1.1t00131	K17964
orange1.1t00132	K00485
orange1.1t00133	K19525
orange1.1t00134	K19525
orange1.1t00135	K10695
orange1.1t00136	K06966
orange1.1t00137	K17964
orange1.1t00139	K00485
orange1.1t00141	K00485
orange1.1t00142	K04681
orange1.1t00146	K17964
orange1.1t00148	K17964
orange1.1t00149	K06889
orange1.1t00150	K17964
orange1.1t00152	K00485
orange1.1t00153	K02357
orange1.1t00154	K02357
orange1.1t00156	K06630
orange1.1t00157	K12191
orange1.1t00158	K01051
orange1.1t00160	K01303
orange1.1t00161	K00485
orange1.1t00162	K00485
orange1.1t00166	K07466
orange1.1t00167	K22048
orange1.1t00168	K02985
orange1.1t00169	K03234
orange1.1t00170	K15176
orange1.1t00171	K15176
orange1.1t00173	K20161
orange1.1t00176	K07999
orange1.1t00179	K17796
orange1.1t00180	K09493
orange1.1t00182	K17895
orange1.1t00184	K12604
orange1.1t00186	K01255
orange1.1t00187	K20628
orange1.1t00188	K05747
orange1.1t00189	K05747
orange1.1t00192	K07447
orange1.1t00196	K20547
orange1.1t00197	K16465
orange1.1t00198	K00981
orange1.1t00199	K14494
orange1.1t00200	K14494
orange1.1t00201	K08341
orange1.1t00203	K11855
orange1.1t00204	K08341
orange1.1t00205	K04733
orange1.1t00207	K06636
orange1.1t00209	K15503
orange1.1t00210	K08495
orange1.1t00211	K14488
orange1.1t00212	K12162
orange1.1t00213	K04733
orange1.1t00214	K01051
orange1.1t00215	K01051
orange1.1t00216	K01265
orange1.1t00217	K21767
orange1.1t00218	K01051
orange1.1t00219	K06636
orange1.1t00222	K01476
orange1.1t00223	K14638
orange1.1t00224	K01409
orange1.1t00225	K10870
orange1.1t00226	K00615
orange1.1t00227	K00800
orange1.1t00228	K08679
orange1.1t00229	K02953
orange1.1t00230	K04733
orange1.1t00233	K15622
orange1.1t00234	K20028
orange1.1t00235	K13265
orange1.1t00236	K15292
orange1.1t00238	K01800
orange1.1t00239	K10885
orange1.1t00240	K02732
orange1.1t00241	K02732
orange1.1t00242	K20368
orange1.1t00243	K16732
orange1.1t00245	K21994
orange1.1t00246	K21994
orange1.1t00247	K17964
orange1.1t00248	K18442
orange1.1t00249	K13448
orange1.1t00251	K10396
orange1.1t00253	K12734
orange1.1t00255	K19519
orange1.1t00256	K08850
orange1.1t00257	K13254
orange1.1t00259	K18980
orange1.1t00260	K20495
orange1.1t00261	K20495
orange1.1t00263	K02886
orange1.1t00266	K04730
orange1.1t00267	K14493
orange1.1t00268	K14493
orange1.1t00269	K15919
orange1.1t00270	K15919
orange1.1t00271	K15919
orange1.1t00272	K05282
orange1.1t00273	K13648
orange1.1t00274	K14324
orange1.1t00275	K09264
orange1.1t00277	K00847
orange1.1t00278	K09260
orange1.1t00279	K13510
orange1.1t00281	K14568
orange1.1t00282	K15333
orange1.1t00283	K13335
orange1.1t00284	K12161
orange1.1t00285	K01551
orange1.1t00287	K03363
orange1.1t00289	K09598
orange1.1t00290	K19199
orange1.1t00291	K15277
orange1.1t00293	K15338
orange1.1t00294	K14491
orange1.1t00297	K11752
orange1.1t00298	K19041
orange1.1t00299	K09286
orange1.1t00301	K08332
orange1.1t00302	K13352
orange1.1t00305	K15449
orange1.1t00306	K18726
orange1.1t00307	K12175
orange1.1t00308	K15449
orange1.1t00309	K09338
orange1.1t00310	K03083
orange1.1t00311	K13148
orange1.1t00312	K03006
orange1.1t00314	K03110
orange1.1t00315	K17362
orange1.1t00316	K01803
orange1.1t00318	K09480
orange1.1t00320	K09480
orange1.1t00321	K10755
orange1.1t00322	K01188
orange1.1t00323	K00028
orange1.1t00324	K15095
orange1.1t00325	K15095
orange1.1t00326	K15095
orange1.1t00327	K15095
orange1.1t00328	K15095
orange1.1t00329	K15095
orange1.1t00330	K15095
orange1.1t00331	K17497
orange1.1t00332	K08657
orange1.1t00333	K00288
orange1.1t00335	K09377
orange1.1t00338	K12614
orange1.1t00339	K09422
orange1.1t00341	K15440
orange1.1t00342	K13667
orange1.1t00343	K13667
orange1.1t00344	K05765
orange1.1t00345	K00549
orange1.1t00346	K04733
orange1.1t00347	K04733
orange1.1t00348	K04733
orange1.1t00351	K14500
orange1.1t00352	K14500
orange1.1t00353	K08994
orange1.1t00354	K11752
orange1.1t00355	K06272
orange1.1t00358	K01068
orange1.1t00359	K02920
orange1.1t00360	K13806
orange1.1t00361	K01177
orange1.1t00362	K01177
orange1.1t00363	K01772
orange1.1t00365	K20826
orange1.1t00366	K20826
orange1.1t00371	K04733
orange1.1t00372	K09597
orange1.1t00374	K03094
orange1.1t00375	K13508
orange1.1t00376	K15398
orange1.1t00377	K15398
orange1.1t00378	K02607
orange1.1t00385	K17604
orange1.1t00386	K13034
orange1.1t00387	K11647
orange1.1t00388	K10576
orange1.1t00389	K02470
orange1.1t00390	K03327
orange1.1t00391	K19043
orange1.1t00392	K04733
orange1.1t00394	K08506
orange1.1t00397	K16281
orange1.1t00398	K20476
orange1.1t00399	K00521
orange1.1t00400	K04733
orange1.1t00401	K18823
orange1.1t00402	K20798
orange1.1t00403	K04464
orange1.1t00405	K04733
orange1.1t00406	K06013
orange1.1t00409	K02931
orange1.1t00411	K12133
orange1.1t00412	K04496
orange1.1t00414	K20772
orange1.1t00416	K20772
orange1.1t00417	K11985
orange1.1t00418	K19984
orange1.1t00419	K13425
orange1.1t00420	K14442
orange1.1t00421	K00606
orange1.1t00424	K17427
orange1.1t00425	K18835
orange1.1t00427	K19041
orange1.1t00429	K20721
orange1.1t00430	K03515
orange1.1t00433	K06316
orange1.1t00435	K01183
orange1.1t00436	K21734
orange1.1t00437	K12842
orange1.1t00438	K11092
orange1.1t00439	K11714
orange1.1t00440	K14566
orange1.1t00441	K14566
orange1.1t00442	K01759
orange1.1t00443	K15196
orange1.1t00444	K01188
orange1.1t00445	K11294
orange1.1t00446	K13414
orange1.1t00449	K03236
orange1.1t00450	K01092
orange1.1t00452	K09060
orange1.1t00453	K09060
orange1.1t00454	K01792
orange1.1t00455	K06689
orange1.1t00456	K13434
orange1.1t00457	K15119
orange1.1t00459	K10389
orange1.1t00461	K04427
orange1.1t00463	K14684
orange1.1t00464	K14506
orange1.1t00465	K03715
orange1.1t00467	K16573
orange1.1t00470	K08237
orange1.1t00471	K08237
orange1.1t00472	K13457
orange1.1t00473	K09422
orange1.1t00474	K11253
orange1.1t00475	K17525
orange1.1t00476	K17525
orange1.1t00477	K02885
orange1.1t00478	K14496
orange1.1t00479	K14827
orange1.1t00480	K03514
orange1.1t00481	K17679
orange1.1t00482	K17679
orange1.1t00483	K01087
orange1.1t00484	K01513
orange1.1t00485	K05391
orange1.1t00487	K08334
orange1.1t00488	K02927
orange1.1t00489	K19041
orange1.1t00490	K19041
orange1.1t00491	K22155
orange1.1t00493	K03255
orange1.1t00496	K15406
orange1.1t00497	K01528
orange1.1t00498	K09775
orange1.1t00500	K04506
orange1.1t00502	K06002
orange1.1t00503	K03637
orange1.1t00504	K20496
orange1.1t00505	K02350
orange1.1t00506	K09286
orange1.1t00507	K18423
orange1.1t00508	K14486
orange1.1t00514	K01087
orange1.1t00516	K02986
orange1.1t00517	K00457
orange1.1t00518	K05909
orange1.1t00520	K09422
orange1.1t00521	K09326
orange1.1t00523	K03695
orange1.1t00524	K03283
orange1.1t00525	K05305
orange1.1t00526	K08867
orange1.1t00527	K03019
orange1.1t00530	K16465
orange1.1t00531	K16465
orange1.1t00532	K09422
orange1.1t00533	K01179
orange1.1t00534	K01537
orange1.1t00535	K08332
orange1.1t00536	K07904
orange1.1t00537	K08900
orange1.1t00539	K21952
orange1.1t00542	K20619
orange1.1t00544	K09338
orange1.1t00546	K14488
orange1.1t00547	K08235
orange1.1t00548	K13412
orange1.1t00549	K20642
orange1.1t00550	K13422
orange1.1t00553	K20028
orange1.1t00555	K07198
orange1.1t00556	K15397
orange1.1t00558	K13161
orange1.1t00560	K14411
orange1.1t00564	K12741
orange1.1t00565	K17964
orange1.1t00566	K13679
orange1.1t00567	K20178
orange1.1t00568	K20291
orange1.1t00569	K13126
orange1.1t00570	K20291
orange1.1t00571	K12130
orange1.1t00574	K14689
orange1.1t00575	K18485
orange1.1t00577	K12643
orange1.1t00578	K12643
orange1.1t00579	K00475
orange1.1t00580	K12133
orange1.1t00581	K08269
orange1.1t00582	K04733
orange1.1t00583	K01507
orange1.1t00584	K11592
orange1.1t00585	K04733
orange1.1t00586	K21848
orange1.1t00592	K01802
orange1.1t00593	K21777
orange1.1t00595	K14846
orange1.1t00596	K17500
orange1.1t00597	K17500
orange1.1t00598	K17964
orange1.1t00607	K11671
orange1.1t00608	K03868
orange1.1t00609	K01363
orange1.1t00611	K00975
orange1.1t00612	K19355
orange1.1t00613	K04733
orange1.1t00615	K20628
orange1.1t00617	K00384
orange1.1t00618	K01102
orange1.1t00620	K04730
orange1.1t00622	K03250
orange1.1t00623	K08059
orange1.1t00624	K09527
orange1.1t00625	K02991
orange1.1t00627	K00279
orange1.1t00630	K08592
orange1.1t00631	K00279
orange1.1t00632	K03553
orange1.1t00633	K19891
orange1.1t00634	K19891
orange1.1t00635	K19893
orange1.1t00636	K19892
orange1.1t00638	K03327
orange1.1t00641	K03553
orange1.1t00642	K08592
orange1.1t00643	K19891
orange1.1t00644	K19892
orange1.1t00645	K19892
orange1.1t00647	K19891
orange1.1t00648	K19892
orange1.1t00649	K11423
orange1.1t00654	K14791
orange1.1t00656	K12662
orange1.1t00657	K01001
orange1.1t00661	K11838
orange1.1t00664	K13066
orange1.1t00667	K03189
orange1.1t00671	K08176
orange1.1t00673	K12847
orange1.1t00674	K19613
orange1.1t00676	K07466
orange1.1t00677	K19613
orange1.1t00678	K19613
orange1.1t00679	K19613
orange1.1t00680	K10771
orange1.1t00681	K19613
orange1.1t00682	K01142
orange1.1t00683	K06966
orange1.1t00686	K12840
orange1.1t00687	K19525
orange1.1t00691	K19613
orange1.1t00692	K10771
orange1.1t00694	K19613
orange1.1t00701	K10771
orange1.1t00702	K00430
orange1.1t00703	K05909
orange1.1t00704	K01012
orange1.1t00705	K13420
orange1.1t00706	K19613
orange1.1t00709	K19199
orange1.1t00711	K10771
orange1.1t00712	K01930
orange1.1t00713	K07305
orange1.1t00714	K13126
orange1.1t00715	K09260
orange1.1t00717	K03515
orange1.1t00720	K02836
orange1.1t00721	K10706
orange1.1t00723	K03094
orange1.1t00725	K13264
orange1.1t00726	K03809
orange1.1t00727	K13427
orange1.1t00729	K10268
orange1.1t00730	K03860
orange1.1t00732	K02184
orange1.1t00734	K10398
orange1.1t00735	K15292
orange1.1t00741	K17964
orange1.1t00743	K11131
orange1.1t00744	K20478
orange1.1t00745	K01922
orange1.1t00746	K20888
orange1.1t00747	K14674
orange1.1t00748	K13448
orange1.1t00751	K12627
orange1.1t00752	K14826
orange1.1t00753	K01303
orange1.1t00756	K13102
orange1.1t00757	K04733
orange1.1t00758	K06630
orange1.1t00759	K15449
orange1.1t00760	K14508
orange1.1t00761	K13457
orange1.1t00763	K00225
orange1.1t00767	K14806
orange1.1t00769	K18470
orange1.1t00771	K01188
orange1.1t00772	K06443
orange1.1t00773	K01193
orange1.1t00774	K00286
orange1.1t00775	K10260
orange1.1t00776	K03355
orange1.1t00777	K11593
orange1.1t00778	K08869
orange1.1t00779	K14442
orange1.1t00782	K17262
orange1.1t00786	K18195
orange1.1t00787	K08869
orange1.1t00788	K08493
orange1.1t00789	K18443
orange1.1t00790	K03006
orange1.1t00793	K13496
orange1.1t00794	K13459
orange1.1t00795	K13496
orange1.1t00796	K13459
orange1.1t00797	K14806
orange1.1t00799	K08869
orange1.1t00800	K00008
orange1.1t00801	K00008
orange1.1t00802	K12813
orange1.1t00803	K10581
orange1.1t00805	K16900
orange1.1t00806	K11000
orange1.1t00808	K17943
orange1.1t00809	K14763
orange1.1t00810	K14763
orange1.1t00812	K17964
orange1.1t00814	K14677
orange1.1t00815	K19995
orange1.1t00816	K04733
orange1.1t00817	K03644
orange1.1t00819	K16578
orange1.1t00820	K06966
orange1.1t00824	K21484
orange1.1t00825	K14487
orange1.1t00826	K17710
orange1.1t00828	K13348
orange1.1t00830	K17506
orange1.1t00831	K08902
orange1.1t00832	K13066
orange1.1t00833	K07478
orange1.1t00836	K03676
orange1.1t00838	K13066
orange1.1t00839	K05909
orange1.1t00840	K19241
orange1.1t00841	K20729
orange1.1t00842	K17604
orange1.1t00844	K01164
orange1.1t00845	K05349
orange1.1t00846	K01426
orange1.1t00847	K01303
orange1.1t00848	K03006
orange1.1t00850	K19476
orange1.1t00851	K09286
orange1.1t00852	K01051
orange1.1t00855	K20628
orange1.1t00856	K04645
orange1.1t00857	K17964
orange1.1t00859	K17604
orange1.1t00860	K07052
orange1.1t00863	K00485
orange1.1t00867	K01051
orange1.1t00868	K01051
orange1.1t00871	K17964
orange1.1t00872	K19750
orange1.1t00873	K13945
orange1.1t00874	K01303
orange1.1t00875	K01303
orange1.1t00876	K08235
orange1.1t00877	K17794
orange1.1t00880	K10532
orange1.1t00882	K17964
orange1.1t00885	K17964
orange1.1t00886	K21484
orange1.1t00887	K01303
orange1.1t00888	K03320
orange1.1t00891	K03006
orange1.1t00892	K14794
orange1.1t00894	K00485
orange1.1t00895	K10406
orange1.1t00896	K18195
orange1.1t00897	K09422
orange1.1t00898	K01051
orange1.1t00899	K01657
orange1.1t00900	K11584
orange1.1t00901	K08592
orange1.1t00902	K08592
orange1.1t00905	K17964
orange1.1t00906	K00485
orange1.1t00908	K17964
orange1.1t00909	K01303
orange1.1t00910	K01728
orange1.1t00911	K09422
orange1.1t00913	K08592
orange1.1t00916	K00485
orange1.1t00917	K03094
orange1.1t00918	K17964
orange1.1t00920	K00485
orange1.1t00923	K00485
orange1.1t00924	K00485
orange1.1t00925	K17964
orange1.1t00928	K00485
orange1.1t00929	K00485
orange1.1t00930	K18065
orange1.1t00932	K01051
orange1.1t00933	K00485
orange1.1t00935	K00485
orange1.1t00936	K00953
orange1.1t00937	K05658
orange1.1t00938	K10999
orange1.1t00939	K17943
orange1.1t00940	K06180
orange1.1t00941	K06180
orange1.1t00942	K12832
orange1.1t00943	K09392
orange1.1t00944	K09392
orange1.1t00945	K13680
orange1.1t00946	K01892
orange1.1t00949	K03942
orange1.1t00950	K01892
orange1.1t00954	K08176
orange1.1t00959	K03686
orange1.1t00960	K17964
orange1.1t00962	K03787
orange1.1t00965	K08592
orange1.1t00967	K08592
orange1.1t00969	K00485
orange1.1t00972	K17964
orange1.1t00973	K00485
orange1.1t00974	K12850
orange1.1t00975	K01188
orange1.1t00976	K00815
orange1.1t00977	K02358
orange1.1t00980	K16743
orange1.1t00981	K20604
orange1.1t00983	K17964
orange1.1t00985	K19041
orange1.1t00986	K00485
orange1.1t00987	K00485
orange1.1t00988	K01051
orange1.1t00989	K17964
orange1.1t00990	K00485
orange1.1t00992	K01051
orange1.1t00993	K17964
orange1.1t00996	K00485
orange1.1t00997	K14709
orange1.1t00998	K03094
orange1.1t00999	K17964
orange1.1t01001	K00485
orange1.1t01002	K17964
orange1.1t01003	K04733
orange1.1t01006	K19041
orange1.1t01010	K13126
orange1.1t01015	K11855
orange1.1t01016	K12493
orange1.1t01020	K08592
orange1.1t01021	K13422
orange1.1t01022	K18886
orange1.1t01024	K17943
orange1.1t01025	K05747
orange1.1t01026	K14496
orange1.1t01027	K15109
orange1.1t01029	K02982
orange1.1t01031	K17943
orange1.1t01032	K06892
orange1.1t01035	K21994
orange1.1t01036	K01438
orange1.1t01037	K07304
orange1.1t01039	K08081
orange1.1t01041	K18886
orange1.1t01042	K09285
orange1.1t01043	K15397
orange1.1t01045	K20860
orange1.1t01046	K06027
orange1.1t01047	K06965
orange1.1t01048	K03094
orange1.1t01049	K02875
orange1.1t01051	K13379
orange1.1t01052	K13379
orange1.1t01058	K07739
orange1.1t01059	K05841
orange1.1t01060	K04733
orange1.1t01061	K19525
orange1.1t01063	K04733
orange1.1t01064	K17087
orange1.1t01065	K04733
orange1.1t01067	K18195
orange1.1t01068	K04733
orange1.1t01070	K04733
orange1.1t01071	K17086
orange1.1t01072	K17604
orange1.1t01073	K14724
orange1.1t01074	K02981
orange1.1t01075	K17943
orange1.1t01077	K03094
orange1.1t01079	K17278
orange1.1t01080	K19365
orange1.1t01081	K20892
orange1.1t01082	K09837
orange1.1t01084	K21553
orange1.1t01085	K01051
orange1.1t01087	K00924
orange1.1t01088	K11423
orange1.1t01089	K00967
orange1.1t01091	K11664
orange1.1t01093	K17964
orange1.1t01094	K18195
orange1.1t01099	K00145
orange1.1t01101	K12524
orange1.1t01102	K17964
orange1.1t01104	K01187
orange1.1t01105	K01187
orange1.1t01106	K17964
orange1.1t01107	K01187
orange1.1t01111	K03363
orange1.1t01112	K03142
orange1.1t01115	K13496
orange1.1t01117	K13496
orange1.1t01118	K13496
orange1.1t01121	K06966
orange1.1t01122	K13436
orange1.1t01123	K13436
orange1.1t01125	K00485
orange1.1t01127	K12812
orange1.1t01128	K17500
orange1.1t01131	K14565
orange1.1t01132	K19600
orange1.1t01134	K01188
orange1.1t01135	K10706
orange1.1t01136	K15333
orange1.1t01137	K14568
orange1.1t01138	K05387
orange1.1t01139	K14568
orange1.1t01140	K14568
orange1.1t01141	K14300
orange1.1t01144	K15333
orange1.1t01146	K22132
orange1.1t01147	K00940
orange1.1t01148	K14432
orange1.1t01149	K12524
orange1.1t01150	K18999
orange1.1t01152	K10706
orange1.1t01154	K09286
orange1.1t01158	K04733
orange1.1t01159	K19613
orange1.1t01160	K17604
orange1.1t01165	K12181
orange1.1t01166	K00026
orange1.1t01167	K14300
orange1.1t01168	K07213
orange1.1t01170	K14525
orange1.1t01171	K20131
orange1.1t01172	K13114
orange1.1t01174	K03283
orange1.1t01175	K01892
orange1.1t01176	K13414
orange1.1t01177	K20899
orange1.1t01178	K12844
orange1.1t01179	K19613
orange1.1t01180	K19613
orange1.1t01181	K02365
orange1.1t01183	K14815
orange1.1t01184	K14294
orange1.1t01186	K17046
orange1.1t01187	K14768
orange1.1t01189	K05909
orange1.1t01192	K13065
orange1.1t01193	K11752
orange1.1t01194	K13065
orange1.1t01195	K01803
orange1.1t01196	K06966
orange1.1t01197	K02976
orange1.1t01198	K15285
orange1.1t01199	K08592
orange1.1t01200	K08592
orange1.1t01201	K07305
orange1.1t01203	K20721
orange1.1t01204	K20721
orange1.1t01205	K02469
orange1.1t01206	K00485
orange1.1t01208	K17964
orange1.1t01209	K00485
orange1.1t01210	K00485
orange1.1t01212	K01411
orange1.1t01213	K09842
orange1.1t01214	K00485
orange1.1t01217	K00485
orange1.1t01220	K00485
orange1.1t01221	K00485
orange1.1t01223	K01051
orange1.1t01224	K00485
orange1.1t01225	K00485
orange1.1t01227	K00485
orange1.1t01228	K00485
orange1.1t01230	K01426
orange1.1t01231	K01051
orange1.1t01233	K03320
orange1.1t01234	K01303
orange1.1t01235	K01303
orange1.1t01236	K21444
orange1.1t01237	K01051
orange1.1t01239	K01051
orange1.1t01241	K10398
orange1.1t01244	K01051
orange1.1t01245	K15363
orange1.1t01246	K00323
orange1.1t01247	K08900
orange1.1t01249	K18466
orange1.1t01251	K17604
orange1.1t01252	K15104
orange1.1t01254	K01188
orange1.1t01259	K06180
orange1.1t01261	K20043
orange1.1t01262	K00815
orange1.1t01264	K01303
orange1.1t01265	K09122
orange1.1t01266	K11643
orange1.1t01267	K01653
orange1.1t01268	K20241
orange1.1t01270	K19891
orange1.1t01272	K19934
orange1.1t01274	K14293
orange1.1t01276	K14293
orange1.1t01278	K04457
orange1.1t01281	K21444
orange1.1t01282	K01188
orange1.1t01284	K15902
orange1.1t01285	K17879
orange1.1t01286	K01115
orange1.1t01287	K13335
orange1.1t01288	K13335
orange1.1t01289	K04733
orange1.1t01290	K04733
orange1.1t01292	K04733
orange1.1t01294	K07478
orange1.1t01295	K03006
orange1.1t01296	K02350
orange1.1t01297	K13066
orange1.1t01298	K04733
orange1.1t01299	K01188
orange1.1t01300	K22048
orange1.1t01301	K04733
orange1.1t01303	K01528
orange1.1t01304	K11108
orange1.1t01305	K02920
orange1.1t01308	K22020
orange1.1t01309	K03046
orange1.1t01311	K13459
orange1.1t01314	K20623
orange1.1t01315	K17604
orange1.1t01316	K12162
orange1.1t01319	K19986
orange1.1t01320	K17422
orange1.1t01321	K20623
orange1.1t01323	K16075
orange1.1t01324	K09833
orange1.1t01326	K00815
orange1.1t01327	K20623
orange1.1t01328	K16075
orange1.1t01329	K16075
orange1.1t01331	K02885
orange1.1t01333	K07195
orange1.1t01335	K21994
orange1.1t01336	K20623
orange1.1t01337	K20623
orange1.1t01338	K19329
